record_id,date,year,month,week_of_year,weekly_tourist_arrivals,mount_siguniang_search,hotel_at_mount_siguniang_search,where_is_mount_siguniang_search,mount_siguniang_weather_search,mount_siguniang_travel_guide_search,mount_siguniang_travel_search,mount_siguniang_travel_strategy_search,mount_siguniang_altitude_search,tickets_to_mount_siguniang_search,ctrip_avg_rating,ctrip_review_volume,qunar_avg_rating,qunar_review_volume,dianping_avg_rating,dianping_review_volume,max_temperature_c,min_temperature_c,tourism_revenue,avg_tourist_spending,accommodation_demand,transport_demand,hotel_capacity,transport_capacity,staff_available,attraction_capacity,resource_utilization_rate_pct,allocation_priority,management_decision
4582,2028-07-20,2028,7,29,23816,15128,662,1707,912,296,588,4110,381,855,2.46,7,0.64,0,3.77,5,8.72,-9.9,14698177.0,617.16,9671,10762,12478,29981,212,27990,85.09,Critical,Emergency Allocation
4583,2028-07-21,2028,7,29,30224,12770,1205,2689,3451,577,437,3785,944,1229,1.79,3,0.65,0,4.53,2,8.3,-8.4,23254275.98,769.4,22505,25501,8708,25836,664,20536,100.0,Critical,Emergency Allocation
4584,2028-07-22,2028,7,29,25987,16683,788,1985,3306,801,1069,2336,2521,338,1.06,4,0.8,0,3.54,8,8.78,-5.36,18928633.35,728.39,11511,18215,21160,8607,728,27766,93.59,Critical,Emergency Allocation
4585,2028-07-23,2028,7,29,30132,11068,773,2055,4150,167,245,4044,2093,61,1.46,2,0.11,0,4.37,6,12.55,-6.81,19879631.65,659.75,12842,14380,16712,23544,764,47127,63.94,Medium,Increase Resources
4586,2028-07-24,2028,7,30,32032,13664,546,2988,5362,959,812,1087,1581,737,2.29,1,0.84,0,4.14,2,7.37,-8.98,21237586.2,663.01,16113,20263,20204,36708,259,47972,66.77,High,Peak-Demand Allocation
4587,2028-07-25,2028,7,30,22983,13725,409,2764,3736,865,375,515,427,940,2.12,5,0.47,0,2.72,1,5.31,-10.96,13523008.27,588.39,10580,15844,27059,28446,635,36697,62.63,Medium,Increase Resources
4588,2028-07-26,2028,7,30,28540,17138,913,1919,2696,588,409,3340,765,745,0.0,5,0.35,0,2.64,8,8.65,-7.45,19627212.06,687.71,19201,22294,25878,19854,185,18405,100.0,Critical,Emergency Allocation
4589,2028-07-27,2028,7,30,22891,6220,704,1784,3741,25,271,6118,1347,931,1.8,6,1.18,0,5.0,5,11.75,-13.67,14526685.05,634.6,11539,13641,7309,32723,374,28793,79.5,High,Peak-Demand Allocation
4590,2028-07-28,2028,7,30,20117,10134,285,1763,2828,1202,478,3668,1818,867,2.34,5,1.16,2,3.19,6,9.5,-7.69,12419488.6,617.36,9494,10935,17545,30564,158,21784,92.35,Critical,Emergency Allocation
4591,2028-07-29,2028,7,30,22159,14638,640,945,1027,542,256,1557,1047,646,2.63,4,1.42,0,3.99,3,7.26,-8.78,17867912.44,806.35,8044,11235,20916,25601,302,25571,86.66,Critical,Emergency Allocation
4592,2028-07-30,2028,7,30,32443,17008,743,2952,5378,490,393,2207,1925,649,1.52,2,0.27,0,4.07,4,6.44,-10.01,20319414.54,626.31,21181,26517,25896,34802,796,35772,90.69,Critical,Emergency Allocation
4593,2028-07-31,2028,7,31,23707,12368,0,1423,4388,472,163,2667,1373,967,4.12,4,0.0,0,3.48,3,8.82,-12.13,16195368.46,683.15,15670,10904,15267,18967,451,54434,43.55,Medium,Increase Resources
4594,2028-08-01,2028,8,31,28934,10434,242,2718,6201,621,0,1278,2134,1526,2.8,1,0.0,0,4.35,3,3.07,-8.55,23422529.23,809.52,21102,24958,28077,9593,678,25219,100.0,Critical,Emergency Allocation
4595,2028-08-02,2028,8,31,26063,14040,598,2013,1335,747,383,1126,1789,648,4.35,7,0.72,0,3.97,0,4.97,-9.07,15778665.63,605.4,18735,12824,13151,15510,544,55161,47.25,Medium,Increase Resources
4596,2028-08-03,2028,8,31,24765,14362,0,3147,912,409,716,3149,2124,1319,3.62,3,1.14,0,2.76,5,3.48,-12.4,14123686.77,570.31,12217,21015,25692,38917,652,48139,51.44,Medium,Increase Resources
4597,2028-08-04,2028,8,31,17747,9995,0,2401,1817,0,479,3206,1459,524,3.1,6,0.21,0,3.28,3,9.93,-16.91,11233779.54,633.0,11015,12888,24247,12822,579,53403,33.23,Low,Normal Allocation
4598,2028-08-05,2028,8,31,24419,12344,408,2713,4190,770,383,1135,1047,496,1.91,4,0.0,0,3.53,5,10.93,-10.25,17718018.45,725.58,12746,12101,23609,20127,750,42992,56.8,Medium,Increase Resources
4599,2028-08-06,2028,8,31,32815,15253,617,1421,4989,118,992,515,2068,1129,3.15,1,0.0,0,2.97,3,8.87,-7.42,22040343.56,671.65,18673,21882,29688,19826,303,46889,69.98,High,Peak-Demand Allocation
4600,2028-08-07,2028,8,32,36205,17673,626,945,3929,47,0,2145,1539,1408,3.03,4,0.78,0,4.96,7,4.5,-11.7,23996380.21,662.79,18908,16790,23998,30425,403,16767,100.0,Critical,Emergency Allocation
4601,2028-08-08,2028,8,32,21516,13591,915,2024,3644,372,471,1794,1552,367,3.23,1,0.0,0,3.4,2,0.87,-11.98,11767378.3,546.91,7996,14900,12424,14825,450,43343,49.64,Medium,Increase Resources
4602,2028-08-09,2028,8,32,29204,11082,491,945,4895,230,212,3361,1756,61,0.57,3,0.0,0,2.9,7,5.13,-10.57,21918795.13,750.54,14940,25675,23647,20456,307,59699,48.92,Medium,Increase Resources
4603,2028-08-10,2028,8,32,12308,10675,360,1475,2502,518,412,1249,2262,597,4.62,4,0.7,0,3.17,8,2.92,-13.76,6237183.86,506.76,8359,9027,15760,25062,151,16312,75.45,High,Peak-Demand Allocation
4604,2028-08-11,2028,8,32,25670,12753,94,945,5203,580,226,2832,1698,1255,3.19,1,0.57,0,4.44,4,4.29,-12.36,13350840.98,520.1,16900,17522,28658,25995,724,30246,84.87,High,Peak-Demand Allocation
4605,2028-08-12,2028,8,32,21833,10336,349,1134,6847,211,247,2933,2164,888,3.77,1,0.0,0,3.58,3,4.47,-8.97,13919279.69,637.53,13966,11420,19185,39064,541,17671,100.0,Critical,Emergency Allocation
4606,2028-08-13,2028,8,32,15420,11343,651,2342,1334,414,452,3479,252,61,2.85,5,0.91,0,4.44,0,7.48,-11.41,13921398.47,902.81,8559,10007,27749,34342,541,21480,71.79,High,Peak-Demand Allocation
4607,2028-08-14,2028,8,33,16962,6917,660,2274,2763,197,347,2146,1737,480,2.97,1,0.2,0,5.0,6,4.09,-7.43,8808497.23,519.31,12555,10286,6372,8365,494,40771,41.6,Medium,Increase Resources
4608,2028-08-15,2028,8,33,16300,15100,519,1674,912,631,224,1215,2409,821,3.2,4,0.0,0,3.47,2,4.52,-11.86,12813427.93,786.1,8183,11997,9504,26710,783,33735,48.32,Medium,Increase Resources
4609,2028-08-16,2028,8,33,12139,6512,595,2073,1430,530,86,1772,2129,1161,3.77,2,0.62,0,3.26,1,6.91,-10.85,6270015.93,516.52,5350,5733,10161,34716,416,37503,32.37,Low,Normal Allocation
4610,2028-08-17,2028,8,33,20910,8933,796,1329,3849,606,546,1913,584,590,3.62,2,0.21,0,3.59,5,4.09,-14.19,11615827.08,555.52,9289,10510,26472,37519,677,58559,35.71,Low,Normal Allocation
4611,2028-08-18,2028,8,33,30469,10730,456,3840,912,251,323,5155,824,962,3.79,7,0.78,0,3.69,4,1.73,-13.63,23688422.75,777.46,21037,25844,10128,19391,657,28131,100.0,Critical,Emergency Allocation
4612,2028-08-19,2028,8,33,28731,17302,814,2022,1689,437,101,1358,2612,991,2.33,0,1.13,0,3.4,2,0.09,-12.58,22365475.33,778.44,19969,16241,25363,30820,790,38645,74.35,High,Peak-Demand Allocation
4613,2028-08-20,2028,8,33,14294,8800,225,1254,4965,521,0,4968,3107,736,0.89,3,0.12,0,1.72,0,3.85,-9.84,13255137.82,927.32,9412,7910,23948,33304,460,52488,27.23,Low,Normal Allocation
4614,2028-08-21,2028,8,34,14142,7894,404,2489,3447,601,426,2182,1660,593,0.93,1,0.42,0,2.8,7,4.57,-13.85,10754023.65,760.43,5624,8949,17824,17667,357,54022,26.18,Low,Normal Allocation
4615,2028-08-22,2028,8,34,17606,8245,287,2789,4404,567,294,1490,3935,955,1.26,5,0.2,0,4.09,1,3.49,-11.08,13619489.73,773.57,12360,8355,14271,17649,388,29606,59.47,Medium,Increase Resources
4616,2028-08-23,2028,8,34,31237,15927,640,1066,912,288,397,1063,1124,505,3.28,0,0.0,1,4.47,4,3.48,-10.26,26725565.2,855.57,20558,20289,24838,37811,737,20383,100.0,Critical,Emergency Allocation
4617,2028-08-24,2028,8,34,18462,6220,131,945,3098,0,915,515,2210,430,0.67,1,0.06,0,4.35,5,6.76,-8.41,10381442.48,562.31,9253,15430,14745,17359,363,24127,76.52,High,Peak-Demand Allocation
4618,2028-08-25,2028,8,34,13752,6511,322,945,6350,499,532,1749,594,74,4.53,7,0.0,0,2.86,3,2.53,-13.57,8915812.71,648.33,7288,6539,20492,11300,340,35275,38.99,Low,Normal Allocation
4619,2028-08-26,2028,8,34,32240,19532,0,1125,1741,478,344,1902,1621,61,4.5,3,0.0,0,3.16,1,1.52,-13.1,20962702.11,650.21,13448,27486,14750,29382,347,47220,68.28,High,Peak-Demand Allocation
4620,2028-08-27,2028,8,34,27630,11993,573,1639,2033,0,0,2002,330,103,0.33,4,0.0,0,3.43,2,4.97,-15.85,16020742.51,579.83,19288,13868,7874,14127,473,35058,78.81,High,Peak-Demand Allocation
4621,2028-08-28,2028,8,35,22616,6220,753,945,3937,610,705,5279,1720,625,2.4,0,0.33,0,3.48,3,1.63,-13.55,15055059.56,665.68,13980,11206,25300,20085,366,37941,59.61,Medium,Increase Resources
4622,2028-08-29,2028,8,35,18924,9686,656,1311,1250,365,361,4020,778,1150,1.25,1,0.33,0,4.44,5,0.96,-13.24,12588062.9,665.19,13741,11325,20332,10894,748,33188,57.02,Medium,Increase Resources
4623,2028-08-30,2028,8,35,18898,10025,626,1481,4142,262,880,2063,519,796,1.39,6,0.43,0,2.48,4,3.33,-15.19,12567712.77,665.03,13459,8660,8666,9695,321,17555,100.0,Critical,Emergency Allocation
4624,2028-08-31,2028,8,35,14458,12707,631,1925,912,379,161,1300,2344,1140,1.35,1,0.4,0,4.19,0,-0.93,-17.3,7110828.78,491.83,5525,9114,20460,35822,722,45356,31.88,Low,Normal Allocation
4625,2028-09-01,2028,9,35,22333,16141,589,2161,912,627,54,515,1647,542,0.31,4,0.85,0,4.27,2,-1.1,-16.06,12372490.51,554.0,9010,14746,13097,14876,679,26130,85.47,Critical,Emergency Allocation
4626,2028-09-02,2028,9,35,21672,11022,563,1974,3360,843,651,2271,618,748,2.95,3,1.18,1,3.12,5,3.11,-17.3,17833094.52,822.86,10864,16056,11519,34277,278,49374,43.89,Medium,Increase Resources
4627,2028-09-03,2028,9,35,11049,7733,578,3148,1013,276,388,3347,706,414,2.19,3,0.0,0,3.0,9,5.52,-15.63,6218062.15,562.77,6411,9842,14039,29161,700,38720,28.54,Low,Normal Allocation
4628,2028-09-04,2028,9,36,16228,12338,202,2547,1741,212,605,3808,252,61,2.86,4,0.0,0,3.26,10,5.7,-17.3,12155379.09,749.04,7596,8330,6427,25483,552,34229,47.41,Medium,Increase Resources
4629,2028-09-05,2028,9,36,20695,7102,327,1798,4321,502,60,993,713,112,3.04,0,0.0,0,4.0,6,-1.05,-14.43,12655680.82,611.53,12963,17887,15977,10689,522,17491,100.0,Critical,Emergency Allocation
4630,2028-09-06,2028,9,36,9145,6220,401,945,3850,0,55,515,672,362,2.36,4,1.65,0,3.08,2,0.11,-9.33,4585764.67,501.45,5894,6212,21949,9013,415,38837,23.55,Low,Normal Allocation
4631,2028-09-07,2028,9,36,12391,6220,285,1021,912,586,100,1815,1474,708,0.0,1,0.88,1,3.68,4,-1.1,-13.16,7360236.41,594.0,5414,9869,22831,11349,203,57721,21.47,Low,Normal Allocation
4632,2028-09-08,2028,9,36,7710,6220,0,945,3631,0,0,2511,1321,61,3.56,2,0.2,0,4.33,3,-0.24,-17.3,5010660.87,649.89,4170,3918,21877,23411,433,26007,29.65,Low,Normal Allocation
4633,2028-09-09,2028,9,36,21406,6270,29,1712,2141,0,208,1281,451,734,3.04,2,0.0,0,3.27,1,7.74,-12.89,17857088.88,834.21,10733,14226,8095,14037,605,24192,88.48,Critical,Emergency Allocation
4634,2028-09-10,2028,9,36,12240,6220,437,1857,3418,821,0,2473,413,748,2.3,3,0.66,0,2.66,4,-1.1,-15.24,11652199.72,951.98,8892,6440,27691,12901,688,58849,20.8,Low,Normal Allocation
4635,2028-09-11,2028,9,37,22875,10442,625,2328,2617,0,336,1581,2509,61,2.87,5,0.78,0,3.91,1,4.92,-14.44,17880366.62,781.66,12270,17213,19208,11151,314,43565,52.51,Medium,Increase Resources
4636,2028-09-12,2028,9,37,14467,6220,372,1791,912,730,296,1975,1807,853,2.11,3,0.58,0,4.97,2,-1.1,-16.81,13736999.82,949.54,9834,7768,7301,24832,223,28685,50.43,Medium,Increase Resources
4637,2028-09-13,2028,9,37,14939,6220,1142,2454,1345,817,119,2085,1843,500,4.23,2,0.47,0,3.2,3,0.36,-13.55,9126019.8,610.89,6636,12999,8155,35303,282,27531,54.26,Medium,Increase Resources
4638,2028-09-14,2028,9,37,12174,6220,108,2466,912,388,427,1611,1116,61,1.9,2,0.17,0,4.83,0,0.09,-17.3,7222666.17,593.29,8029,9092,16701,9276,590,46833,25.99,Low,Normal Allocation
4639,2028-09-15,2028,9,37,16432,7585,489,945,2939,479,348,515,257,564,1.63,2,0.61,0,3.9,2,2.2,-17.3,10900309.18,663.36,6889,13142,14415,17929,375,23822,68.98,High,Peak-Demand Allocation
4640,2028-09-16,2028,9,37,12523,7093,725,1102,3309,0,604,3517,1421,96,2.17,2,0.0,0,4.47,5,-1.1,-17.3,7432628.0,593.52,9044,6276,25003,29034,710,35867,34.92,Low,Normal Allocation
4641,2028-09-17,2028,9,37,29703,14508,660,1529,1316,91,717,802,670,1024,1.87,3,0.1,0,4.45,5,-1.1,-15.76,19478225.93,655.77,21460,24322,17741,17772,640,56880,52.22,Medium,Increase Resources
4642,2028-09-18,2028,9,38,7208,7021,544,945,2366,388,339,515,3169,61,3.05,2,0.14,1,4.81,3,3.29,-17.3,3905831.5,541.87,5335,3753,14983,27272,312,26901,26.79,Low,Normal Allocation
4643,2028-09-19,2028,9,38,16718,12231,659,1323,912,376,403,1487,552,943,3.03,1,0.67,0,3.51,5,-1.1,-14.52,11244440.08,672.59,12179,11071,11321,8079,601,38940,42.93,Medium,Increase Resources
4644,2028-09-20,2028,9,38,20844,9062,373,1782,4819,415,436,2196,2180,1212,3.98,4,0.17,0,3.38,2,-1.1,-16.33,7369839.57,353.57,9307,14062,26732,31030,488,19851,100.0,Critical,Emergency Allocation
4645,2028-09-21,2028,9,38,15510,8963,822,1418,912,373,730,3048,914,1123,1.12,2,0.0,0,3.48,6,-1.1,-17.3,10110055.78,651.84,9806,10464,27507,17688,465,51757,29.97,Low,Normal Allocation
4646,2028-09-22,2028,9,38,14175,6220,715,1519,1982,264,0,1927,1112,1042,2.4,1,0.29,0,2.55,5,-1.1,-16.85,7934079.95,559.72,5407,7494,27525,33977,148,20674,68.56,High,Peak-Demand Allocation
4647,2028-09-23,2028,9,38,14657,8874,116,945,912,0,179,1728,2194,377,1.68,4,0.16,0,2.8,4,-1.1,-17.3,5965312.35,406.99,5208,8053,17713,27807,163,57072,25.68,Low,Normal Allocation
4648,2028-09-24,2028,9,38,9318,6388,444,1944,2952,378,0,1833,286,539,2.36,3,0.23,0,4.4,2,-1.1,-15.36,6400237.57,686.87,4744,7554,15300,9205,774,36427,25.58,Low,Normal Allocation
4649,2028-09-25,2028,9,39,15916,9648,0,1879,4392,0,164,542,2049,616,1.1,2,0.0,0,3.01,1,1.44,-16.47,11852943.41,744.72,11771,12720,28693,36629,309,49828,31.94,Low,Normal Allocation
4650,2028-09-26,2028,9,39,7863,8215,779,945,912,125,217,1082,763,61,3.79,0,0.0,0,3.23,3,-1.1,-17.3,4806712.95,611.31,4932,5406,29163,37209,493,24402,32.22,Low,Normal Allocation
4651,2028-09-27,2028,9,39,15269,6220,415,945,3691,740,109,2909,1612,860,1.34,0,0.0,0,5.0,5,-1.1,-14.51,9794603.04,641.47,5801,8390,15978,39453,637,45715,33.4,Low,Normal Allocation
4652,2028-09-28,2028,9,39,24348,12495,729,2550,5447,0,393,829,1829,808,1.38,3,0.51,0,3.18,2,-1.1,-17.3,16418184.06,674.31,12938,21137,19181,29375,676,53951,45.13,Medium,Increase Resources
4653,2028-09-29,2028,9,39,22065,10510,320,2989,2739,208,411,1801,1702,687,3.5,1,1.34,0,1.38,3,1.59,-16.8,16248022.37,736.37,15322,14305,18867,13685,720,40628,54.31,Medium,Increase Resources
4654,2028-09-30,2028,9,39,10820,7442,0,1702,1290,555,299,950,252,61,3.93,2,0.66,0,2.89,5,-1.1,-17.3,8936565.88,825.93,4673,7481,28148,23064,777,20737,52.18,Medium,Increase Resources
4655,2028-10-01,2028,10,39,17922,9515,1089,1194,2434,474,371,640,748,854,3.28,2,0.53,0,4.61,0,0.21,-17.3,9786597.27,546.07,7496,14664,23016,30349,547,48512,36.94,Low,Normal Allocation
4656,2028-10-02,2028,10,40,21132,8709,387,2390,1519,357,691,1309,1226,713,2.79,3,0.13,0,3.35,6,-1.1,-17.3,17692131.32,837.22,9668,12671,22126,10019,532,23588,89.59,Critical,Emergency Allocation
4657,2028-10-03,2028,10,40,1882,6220,70,1900,6036,13,379,1333,357,216,1.91,2,0.1,0,2.69,3,0.09,-17.3,851514.64,452.45,1287,953,19621,22786,195,35169,5.35,Low,Normal Allocation
4658,2028-10-04,2028,10,40,22391,9247,671,1321,4003,709,7,1378,1394,564,0.82,1,1.22,0,2.85,0,0.64,-17.19,17211017.36,768.66,16181,16569,14086,10627,395,15707,100.0,Critical,Emergency Allocation
4659,2028-10-05,2028,10,40,17561,6827,920,2323,4121,0,125,2005,1890,1175,4.44,3,0.55,0,3.32,4,-0.18,-17.08,10724930.12,610.72,7502,14195,13556,18029,603,27976,62.77,Medium,Increase Resources
4660,2028-10-06,2028,10,40,17613,6220,293,945,6380,493,109,515,728,803,3.1,1,0.28,0,2.8,2,-1.1,-16.14,13064427.33,741.75,10295,8755,16895,35610,761,54329,32.42,Low,Normal Allocation
4661,2028-10-07,2028,10,40,16257,6220,323,945,4923,304,612,964,1790,1072,4.78,2,0.41,0,3.36,1,-1.01,-17.3,10909818.79,671.08,5988,9410,27374,13639,711,19695,82.54,High,Peak-Demand Allocation
4662,2028-10-08,2028,10,40,16965,7756,417,1811,2286,0,190,2424,1107,1235,1.56,3,0.91,0,5.0,0,-1.1,-17.3,11549661.72,680.79,11717,10154,7907,22723,779,21139,80.25,High,Peak-Demand Allocation
4663,2028-10-09,2028,10,41,20988,11001,40,1601,2553,115,74,3687,1304,428,4.57,1,0.02,0,2.77,5,1.78,-16.26,13783848.98,656.75,8465,9774,15159,13855,629,26786,78.35,High,Peak-Demand Allocation
4664,2028-10-10,2028,10,41,18584,6593,158,2047,6758,886,50,515,1616,421,1.82,2,0.0,0,3.53,3,0.3,-17.3,12759808.5,686.6,8924,14882,29628,15380,363,30806,60.33,Medium,Increase Resources
4665,2028-10-11,2028,10,41,18885,17856,851,2521,1184,0,175,515,1999,564,2.52,2,0.3,0,4.85,3,-1.1,-16.72,10363631.04,548.78,11471,11973,9801,20048,378,17030,100.0,Critical,Emergency Allocation
4666,2028-10-12,2028,10,41,16913,12143,316,945,2210,0,167,1929,369,61,1.88,1,0.24,0,4.75,4,1.24,-13.97,8734253.41,516.42,6568,13376,14645,16898,670,16732,100.0,Critical,Emergency Allocation
4667,2028-10-13,2028,10,41,19620,13620,119,1544,912,31,135,3129,1808,937,3.97,3,0.0,0,2.82,5,0.0,-17.3,14917364.86,760.31,8481,15168,6510,35944,581,51125,38.38,Low,Normal Allocation
4668,2028-10-14,2028,10,41,19584,11851,228,3129,912,399,496,515,1783,715,1.28,5,0.0,0,3.46,4,-1.1,-14.0,11327069.75,578.38,9660,14073,27630,21406,268,48290,40.55,Medium,Increase Resources
4669,2028-10-15,2028,10,41,25535,15566,655,1009,953,754,240,515,1237,250,2.04,2,0.49,0,5.0,4,-1.1,-16.12,15218132.35,595.97,9674,16245,8464,18404,780,55194,46.26,Medium,Increase Resources
4670,2028-10-16,2028,10,42,17762,6342,0,945,995,266,288,1975,338,460,4.8,4,0.0,0,3.76,1,1.97,-13.45,9319809.31,524.7,10796,12001,7152,38840,184,38411,46.24,Medium,Increase Resources
4671,2028-10-17,2028,10,42,12444,6220,428,945,1425,0,471,515,1514,61,1.89,2,0.66,0,3.74,1,-0.15,-15.42,3111000.0,250.0,5069,11038,14011,12121,388,18766,66.31,High,Peak-Demand Allocation
4672,2028-10-18,2028,10,42,19908,7570,1047,1613,3660,293,488,4002,1451,994,3.53,0,0.91,0,3.27,1,2.55,-17.3,11943408.1,599.93,7007,13962,11043,37877,738,32376,61.49,Medium,Increase Resources
4673,2028-10-19,2028,10,42,13234,11104,928,2024,2545,560,174,1460,980,568,3.36,2,0.0,0,2.22,3,0.79,-17.02,9257003.05,699.49,6938,11306,6575,26862,404,29155,45.39,Medium,Increase Resources
4674,2028-10-20,2028,10,42,22669,9701,521,2026,4396,375,575,515,1708,791,1.8,4,0.38,0,3.47,1,0.25,-17.3,17921641.85,790.58,12870,19493,14492,22127,175,44770,50.63,Medium,Increase Resources
4675,2028-10-21,2028,10,42,20997,10157,730,945,2857,437,305,515,632,588,2.68,2,0.73,0,3.08,3,0.92,-17.3,14754424.37,702.69,12736,13263,15318,31323,553,34122,61.54,Medium,Increase Resources
4676,2028-10-22,2028,10,42,23763,13839,729,1536,2918,0,182,1875,1617,1246,3.0,1,1.26,0,4.83,1,-1.1,-15.35,16483877.73,693.68,16227,18235,29024,8838,587,49870,47.65,Medium,Increase Resources
4677,2028-10-23,2028,10,43,13847,10577,329,1736,2082,0,514,1163,1184,154,1.26,1,0.67,0,2.42,1,2.24,-16.8,7191240.76,519.34,9527,10598,29630,35648,259,22355,61.94,Medium,Increase Resources
4678,2028-10-24,2028,10,43,27143,12062,625,1597,6122,222,401,1825,1741,189,0.91,0,0.0,0,4.09,3,0.02,-17.3,20723467.11,763.49,12097,17192,14803,16140,236,21648,100.0,Critical,Emergency Allocation
4679,2028-10-25,2028,10,43,13590,6220,869,945,1868,668,381,6067,252,63,0.73,5,0.0,1,2.61,2,0.37,-13.13,10621530.46,781.57,7220,10835,23142,26414,700,36356,37.38,Low,Normal Allocation
4680,2028-10-26,2028,10,43,16041,6220,16,1630,4292,0,238,515,252,919,2.35,1,0.72,0,3.15,2,3.28,-14.99,10171277.37,634.08,10154,11310,19009,33995,174,17024,94.23,Critical,Emergency Allocation
4681,2028-10-27,2028,10,43,22615,14999,533,945,912,347,319,2836,252,61,4.5,5,0.0,0,5.0,2,2.23,-17.3,18807170.44,831.62,16023,18586,25365,21859,690,22306,100.0,Critical,Emergency Allocation
4682,2028-10-28,2028,10,43,11429,9733,474,945,2231,336,160,3704,1214,61,1.45,1,0.0,0,4.42,2,1.22,-14.48,5459835.63,477.72,4241,6161,6680,8196,746,16881,67.7,High,Peak-Demand Allocation
4683,2028-10-29,2028,10,43,8148,7230,404,2161,6297,0,276,3519,2673,330,2.0,1,0.0,0,4.24,1,-1.1,-17.3,4549795.11,558.39,3269,5544,14045,34651,163,38487,21.17,Low,Normal Allocation
4684,2028-10-30,2028,10,44,22661,7270,381,1708,3931,24,232,515,1445,974,3.32,4,0.0,0,2.71,4,-0.81,-13.04,14581391.99,643.46,13985,14641,27099,29138,522,45390,49.93,Medium,Increase Resources
4685,2028-10-31,2028,10,44,13077,7207,444,2099,912,276,380,1914,2287,916,3.59,3,1.27,0,5.0,1,0.37,-13.41,7081057.82,541.49,8630,7584,14245,32379,324,59027,22.15,Low,Normal Allocation
4686,2028-11-01,2028,11,44,24674,7033,470,1149,912,159,667,515,1774,153,1.77,4,0.0,0,4.58,3,-1.1,-12.44,18086270.79,733.01,8949,12427,9210,25177,676,22070,100.0,Critical,Emergency Allocation
4687,2028-11-02,2028,11,44,16118,6220,697,2143,5629,577,292,2965,252,61,2.03,3,0.21,0,4.23,4,2.25,-13.68,12052940.69,747.79,11853,12874,19135,36438,244,19126,84.27,High,Peak-Demand Allocation
4688,2028-11-03,2028,11,44,19374,6220,519,2486,2921,145,505,1104,1272,1294,1.44,1,0.35,0,3.41,2,-0.26,-12.05,17522041.21,904.41,11679,14577,6387,28998,254,54128,35.79,Low,Normal Allocation
4689,2028-11-04,2028,11,44,18227,8945,339,3116,2283,606,364,2309,725,400,1.7,3,0.65,0,2.0,7,1.64,-17.3,11535757.57,632.89,9930,14780,6437,13770,627,53282,34.21,Low,Normal Allocation
4690,2028-11-05,2028,11,44,2375,7592,156,2325,1394,172,590,3885,530,957,1.46,2,0.11,1,5.0,3,-0.65,-17.3,1333500.91,561.47,1316,1899,13256,10521,414,57618,4.12,Low,Normal Allocation
4691,2028-11-06,2028,11,45,25740,13583,261,1969,2244,310,714,2206,1250,965,2.65,1,0.76,1,4.26,2,4.9,-12.49,22433042.35,871.52,11133,13809,21694,33029,173,15797,100.0,Critical,Emergency Allocation
4692,2028-11-07,2028,11,45,11748,10776,469,945,5379,584,229,2196,1505,199,1.06,1,0.0,0,2.34,6,-1.1,-17.3,8398716.25,714.91,4512,6090,23109,38442,606,28843,40.73,Medium,Increase Resources
4693,2028-11-08,2028,11,45,13958,10723,201,1568,1593,270,0,1550,252,454,1.77,2,0.11,0,3.49,7,-1.1,-15.78,9917031.28,710.49,8495,9017,16153,25962,397,43515,32.08,Low,Normal Allocation
4694,2028-11-09,2028,11,45,20109,7238,666,945,1789,161,72,3786,595,964,1.3,2,0.0,0,4.04,3,3.98,-12.17,13099907.72,651.45,8106,11714,16767,26556,316,24709,81.38,High,Peak-Demand Allocation
4695,2028-11-10,2028,11,45,15603,9460,524,981,3972,290,566,1095,797,558,1.89,3,0.0,0,3.37,5,-1.1,-7.37,9808492.49,628.63,11316,12729,13732,38562,748,21742,71.76,High,Peak-Demand Allocation
4696,2028-11-11,2028,11,45,19814,11194,727,3348,1042,630,422,2585,1142,63,3.16,2,0.0,0,3.02,4,-0.76,-13.47,12799342.17,645.97,8049,14530,15396,31782,350,57923,34.21,Low,Normal Allocation
4697,2028-11-12,2028,11,45,18254,12485,231,945,1252,437,139,2831,1807,608,1.72,1,0.0,0,3.8,7,-1.1,-13.89,13370989.0,732.5,8504,8706,6936,12833,603,53122,34.36,Low,Normal Allocation
4698,2028-11-13,2028,11,46,15122,9698,180,945,2968,0,710,3123,726,464,2.14,2,0.39,0,2.96,5,4.75,-17.3,10423405.95,689.29,8755,12371,20706,38512,741,32287,46.84,Medium,Increase Resources
4699,2028-11-14,2028,11,46,30306,13854,734,2407,3035,75,290,2484,1627,1043,2.87,3,0.0,1,4.3,4,4.13,-12.77,23088589.26,761.85,11602,25595,16546,31900,431,34766,87.17,Critical,Emergency Allocation
4700,2028-11-15,2028,11,46,18660,10155,455,1153,1545,82,284,541,2805,958,4.27,1,0.47,0,4.07,4,4.57,-13.78,13812802.92,740.24,7863,14760,6860,27498,667,35058,53.23,Medium,Increase Resources
4701,2028-11-16,2028,11,46,25287,12954,365,2389,3876,539,301,2058,1307,258,1.37,4,0.23,0,2.53,6,5.53,-10.98,12577405.21,497.39,9167,13648,16324,38066,383,15272,100.0,Critical,Emergency Allocation
4702,2028-11-17,2028,11,46,18917,8518,621,945,3441,0,647,515,1560,728,3.01,4,1.19,0,3.17,5,4.6,-11.8,15146997.71,800.71,11237,15384,6890,24398,698,46957,40.29,Medium,Increase Resources
